title,youtube_id,keyword,standard_domain,standard_cluster,grade,Jurisdiction Hierarchy 2
Unit Conversion,w0nqd_HXHPQ,CC.9-12.N-Q.1,Quantities,Reason quantitatively and use units to solve problems,12-Sep,Pre-algebra
Speed Translation,aTjNDKlz8G4,CC.9-12.N-Q.1,Quantities,Reason quantitatively and use units to solve problems,12-Sep,Pre-algebra
,#N/A,CC.9-12.N-Q.2,Quantities,Reason quantitatively and use units to solve problems,12-Sep,
Addition and Subtraction with Significant Figures,xHgPtFUbAeU,CC.9-12.N-Q.3,Quantities,Reason quantitatively and use units to solve problems,12-Sep,Pre-algebra
Significant Figures,eCJ76hz7jPM,CC.9-12.N-Q.3,Quantities,Reason quantitatively and use units to solve problems,12-Sep,Pre-algebra
Multiplying and Dividing with Significant Figures,iorZdz4dsBU,CC.9-12.N-Q.3,Quantities,Reason quantitatively and use units to solve problems,12-Sep,Pre-algebra
Pure Numbers and Significant Digits,Ym5u5IlYWcg,CC.9-12.N-Q.3,Quantities,Reason quantitatively and use units to solve problems,12-Sep,Pre-algebra
More on Significant Figures,eMl2z3ezlrQ,CC.9-12.N-Q.3,Quantities,Reason quantitatively and use units to solve problems,12-Sep,Pre-algebra
Simplifying Radical Expressions1,drhoIgAhlQM,CC.9-12.N-RN.1,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Simplifying Radical Expressions 2,F5iMsjwFLX8,CC.9-12.N-RN.1,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Simplifying Radical Expressions 3,s9i2aVKyxTY,CC.9-12.N-RN.1,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Solving Radical Equations 2,b6WtwQddAcY,CC.9-12.N-RN.1,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Radical Expressions with Higher Roots,iX7ivCww2ws,CC.9-12.N-RN.1,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,ck12.org Algebra 1 Examples
Level 3 Exponents,aYE26a5E1iU,CC.9-12.N-RN.1,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Pre-algebra
Exponent Rules 1,kSYJxGqOcjA,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Exponent Rules 2,6ND4nKwyCEc,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Exponent Rules 3,AbmQNC-iE84,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Simplifying Expressions with Exponents,tdO4UOLW9d8,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Simplifying Expressions with Exponents 2,xnLcxdM8OD8,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Simplifying Expressions with Exponents 3,zwUnRQbWPJU,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Simplifying Radical Expressions1,drhoIgAhlQM,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Simplifying Radical Expressions 2,F5iMsjwFLX8,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Simplifying Radical Expressions 3,s9i2aVKyxTY,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Fractional Exponent Expressions 1,xjCnmPvcmOo,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Fractional Exponent Expressions 2,4F6cFLnAAFc,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Fractional Exponent Expressions 3,Ay0B6Kh9Y3Q,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Adding and Subtracting Polynomials 1,ahdKdxsTj8E,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Adding and Subtracting Polynomials 2,ZGl2ExHwdak,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Adding and Subtracting Polynomials 3,DMyhUb1pZT0,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Special Products of Polynomials 1,4GcNzvILqtM,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Special Products of Polynomials 2,4fQeHtSdw80,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
U08_L2_T4_we3 Special Products of Polynomials 3,jYfWFy0yxB4,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Simplifying Rational Expressions 1,XChok8XlF90,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Simplifying Rational Expressions 2,dstNU7It-Ro,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Simplifying Rational Expressions 3,ey_b3aPsRl8,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Multiplying and Dividing Rational Expressions 2,f-wz_ZzSDdg,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
Deductive Reasoning 2,VMEV__2wW3E,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Algebra I Worked Examples
More Simplifying Radical Expressions,VWlFMfPVmkU,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,ck12.org Algebra 1 Examples
Exponent Rules Part 1,kITJ6qH7jS0,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Pre-algebra
Exponent Rules Part 2,rEtuPhl6930,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Pre-algebra
Limit Examples w/ brain malfunction on first prob (part 4),xjkSE9cPqzo,CC.9-12.N-RN.2,The Real Number System,Extend the properties of exponents to rational exponents,12-Sep,Pre-calculus
Square Roots and Real Numbers,BpBh8gvMifs,CC.9-12.N-RN.3,The Real Number System,Use properties of rational and irrational numbers,12-Sep,ck12.org Algebra 1 Examples
Simplifying Radicals,6QJtWfIiyZo,CC.9-12.N-RN.3,The Real Number System,Use properties of rational and irrational numbers,12-Sep,Pre-algebra
Gradient 1,U7HQ_G_N6vo,CC.9-12.N-VM.1,Vector and Matrix Quantities,Represent and model with vector quantities,12-Sep,Calculus
Gradient of a scalar field,OB8b8aDGLgE,CC.9-12.N-VM.1,Vector and Matrix Quantities,Represent and model with vector quantities,12-Sep,Calculus
Line Integrals and Vector Fields,t3cJYNdQLYg,CC.9-12.N-VM.1,Vector and Matrix Quantities,Represent and model with vector quantities,12-Sep,Calculus
Identity Property of 1,6nZp2QGeQ9k,CC.9-12.N-VM.10,Vector and Matrix Quantities,Perform operations on matrices and use matrices in applications,12-Sep,Developmental Math
Identity Property of 0,uXTRmzXlorI,CC.9-12.N-VM.10,Vector and Matrix Quantities,Perform operations on matrices and use matrices in applications,12-Sep,Developmental Math
,#N/A,CC.9-12.N-VM.11,Vector and Matrix Quantities,Perform operations on matrices and use matrices in applications,12-Sep,
,#N/A,CC.9-12.N-VM.12,Vector and Matrix Quantities,Perform operations on matrices and use matrices in applications,12-Sep,
,#N/A,CC.9-12.N-VM.2,Vector and Matrix Quantities,Represent and model with vector quantities,12-Sep,
Ladder rate-of-change problem,hD3U65CcZ0Q,CC.9-12.N-VM.3,Vector and Matrix Quantities,Represent and model with vector quantities,12-Sep,Calculus
,#N/A,CC.9-12.N-VM.4,Vector and Matrix Quantities,Perform operations on vectors,12-Sep,
,#N/A,CC.9-12.N-VM.4.a,Vector and Matrix Quantities,Perform operations on vectors,12-Sep,
,#N/A,CC.9-12.N-VM.4.b,Vector and Matrix Quantities,Perform operations on vectors,12-Sep,
,#N/A,CC.9-12.N-VM.4.c,Vector and Matrix Quantities,Perform operations on vectors,12-Sep,
,#N/A,CC.9-12.N-VM.5,Vector and Matrix Quantities,Perform operations on vectors,12-Sep,
,#N/A,CC.9-12.N-VM.5.a,Vector and Matrix Quantities,Perform operations on vectors,12-Sep,
,#N/A,CC.9-12.N-VM.5.b,Vector and Matrix Quantities,Perform operations on vectors,12-Sep,
,#N/A,CC.9-12.N-VM.6,Vector and Matrix Quantities,Perform operations on matrices and use matrices in applications,12-Sep,
,#N/A,CC.9-12.N-VM.7,Vector and Matrix Quantities,Perform operations on matrices and use matrices in applications,12-Sep,
,#N/A,CC.9-12.N-VM.8,Vector and Matrix Quantities,Perform operations on matrices and use matrices in applications,12-Sep,
,#N/A,CC.9-12.N-VM.9,Vector and Matrix Quantities,Perform operations on matrices and use matrices in applications,12-Sep,
Binomial Distribution 3,vKNpQ_KTXvE,CC.9-12.S.MD.1,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Introduction to Random Variables,IYdiKeQ9xEI,CC.9-12.S.MD.1,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Binomial Distribution 1,O12yTz_8EOw,CC.9-12.S.MD.1,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Law of Large Numbers,VpuN8vCQ--M,CC.9-12.S.MD.1,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Binomial Distribution 2,FI8xtVaI068,CC.9-12.S.MD.1,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Probability Density Functions,Fvi9A_tEmXQ,CC.9-12.S.MD.1,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Binomial Distribution 4,H0ZgOGWUcJw,CC.9-12.S.MD.1,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Introduction to Random Variables,IYdiKeQ9xEI,CC.9-12.S.MD.1,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Statistics
Expected Value: E(X),j__Kredt7vY,CC.9-12.S.MD.2,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Introduction to Random Variables,IYdiKeQ9xEI,CC.9-12.S.MD.2,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Law of Large Numbers,VpuN8vCQ--M,CC.9-12.S.MD.2,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Probability Density Functions,Fvi9A_tEmXQ,CC.9-12.S.MD.2,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Introduction to Random Variables,IYdiKeQ9xEI,CC.9-12.S.MD.2,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Statistics
Bernoulli Distribution Mean and Variance Formulas,ry81_iSHt6E,CC.9-12.S.MD.2,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Statistics
Chi-Square Distribution Introduction,dXB3cUGnaxQ,CC.9-12.S.MD.2,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Statistics
Mean and Variance of Bernoulli Distribution Example,O8vB1eInP_8,CC.9-12.S.MD.2,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Statistics
Pearson's Chi Square Test (Goodness of Fit),2QeDRsxSF9M,CC.9-12.S.MD.2,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Statistics
Variance of Differences of Random Variables,rLdoKZ7w0xI,CC.9-12.S.MD.2,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Statistics
Bernoulli Distribution Mean and Variance Formulas,ry81_iSHt6E,CC.9-12.S.MD.2,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Statistics
Chi-Square Distribution Introduction,dXB3cUGnaxQ,CC.9-12.S.MD.2,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Statistics
Mean and Variance of Bernoulli Distribution Example,O8vB1eInP_8,CC.9-12.S.MD.2,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Statistics
Pearson's Chi Square Test (Goodness of Fit),2QeDRsxSF9M,CC.9-12.S.MD.2,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Statistics
Variance of Differences of Random Variables,rLdoKZ7w0xI,CC.9-12.S.MD.2,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Statistics
Independent Events 2,VWAfEbgf1Po,CC.9-12.S.MD.3,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Algebra I Worked Examples
Binomial Distribution 3,vKNpQ_KTXvE,CC.9-12.S.MD.3,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Expected Value of Binomial Distribution,SqcxYnNlI3Y,CC.9-12.S.MD.3,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Expected Value: E(X),j__Kredt7vY,CC.9-12.S.MD.3,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Introduction to Random Variables,IYdiKeQ9xEI,CC.9-12.S.MD.3,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Binomial Distribution 1,O12yTz_8EOw,CC.9-12.S.MD.3,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Probability and Combinations (part 2),W7DmsJKLoxc,CC.9-12.S.MD.3,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Binomial Distribution 2,FI8xtVaI068,CC.9-12.S.MD.3,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Probability Density Functions,Fvi9A_tEmXQ,CC.9-12.S.MD.3,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Probability using Combinations,Xqfcy1rqMbI,CC.9-12.S.MD.3,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Birthday Probability Problem,9G0w61pZPig,CC.9-12.S.MD.3,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Binomial Distribution 4,H0ZgOGWUcJw,CC.9-12.S.MD.3,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Binomial Distribution 3,vKNpQ_KTXvE,CC.9-12.S.MD.4,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Expected Value of Binomial Distribution,SqcxYnNlI3Y,CC.9-12.S.MD.4,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Expected Value: E(X),j__Kredt7vY,CC.9-12.S.MD.4,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Introduction to Random Variables,IYdiKeQ9xEI,CC.9-12.S.MD.4,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Binomial Distribution 1,O12yTz_8EOw,CC.9-12.S.MD.4,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Probability and Combinations (part 2),W7DmsJKLoxc,CC.9-12.S.MD.4,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Binomial Distribution 2,FI8xtVaI068,CC.9-12.S.MD.4,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Probability Density Functions,Fvi9A_tEmXQ,CC.9-12.S.MD.4,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Probability using Combinations,Xqfcy1rqMbI,CC.9-12.S.MD.4,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
Binomial Distribution 4,H0ZgOGWUcJw,CC.9-12.S.MD.4,Using Probability to Make Decisions,Calculate expected values and use them to solve problems,12-Sep,Probability
